text,rating,sentiment,text_clean,label_indobert,label_mbert
Aplikasi konyol,1,Negative,aplikasi konyol,Negative,Negative
"Otp sudah dapat tapi tombol verifikasi tidak hidup, oon bgt yg bikin, android 14",1,Negative,otp sudah dapat tapi tombol verifikasi tidak hidup oon bgt yg bikin android 14,Negative,Negative
"aplikasi pemerintahan gk ada yg beres, verifikasi gk bisa",1,Negative,aplikasi pemerintahan gk ada yg beres verifikasi gk bisa,Negative,Negative
Ini tombol verifikasi kode ga akan d buka kah?,1,Negative,ini tombol verifikasi kode ga akan d buka kah,Negative,Negative
Tidak membantu sama sekali.. Tetep aja harus datang ke kantor pajak Padahal bukan mau nyolong mau bayar pajak masih aja di persulit Mau minta no effin pajak aja susah nya udh kaya apaaan... Di gajih sama yg bayar pajak aja masih di persulit,1,Negative,tidak membantu sama sekali tetep aja harus datang ke kantor pajak padahal bukan mau nyolong mau bayar pajak masih aja di persulit mau minta no effin pajak aja susah nya udh kaya apaaan di gajih sama yg bayar pajak aja masih di persulit,Negative,Negative
"Aplikasi ga guna, akses lupa efin ga bisa Masa aplikasi sekelas pemerintah kayak sampah",1,Negative,aplikasi ga guna akses lupa efin ga bisa masa aplikasi sekelas pemerintah kayak sampah,Negative,Negative
"Niat nya mau recovery efin malah tombol verifikasi kode nya gabisa di pencet, hadeuhhhh....",1,Negative,niat nya mau recovery efin malah tombol verifikasi kode nya gabisa di pencet hadeuhhhh,Negative,Negative
"Jelek banget, gk bantu, nyusahin iya, masa buat verifikasi malah gk bisa ditekan-tekan sampe waktunya habis. Tetot diulangin aja trs berkali-kali hasilnya juga sama, gk bisa. Ini knp bikin apps begini sih -_-",1,Negative,jelek banget gk bantu nyusahin iya masa buat verifikasi malah gk bisa ditekan tekan sampe waktunya habis tetot diulangin aja trs berkali kali hasilnya juga sama gk bisa ini knp bikin apps begini sih,Negative,Negative
"Lupa EFIN, sudah dapat nomor verifikasi dari email tapi diinput tidak ada respon padahal sudah benar nomor verifikasinya",1,Negative,lupa efin sudah dapat nomor verifikasi dari email tapi diinput tidak ada respon padahal sudah benar nomor verifikasinya,Negative,Negative
"Aplikasi cacad, jangan di download",1,Negative,aplikasi cacad jangan di download,Negative,Negative
"Masyarakat mau disiplin dengan bayar pajak, adanya layanan online mempermudah semua apalagi yg terkendala jarak. Bayangin aja orang plosok kabupaten nempuh jarak puluhan kilometer cuma buat ngurus ginian doang ke ibu kota kabupaten, nah enak ada online, ngerasa praktis. Tapi giliran online malah busuk juga, bukannya makin praktis malah makin ngerasa sia sia bayar pajak, duit kita yg harusnya manfaat buat kepraktisan itu malah gagal; Contohnya kirim kode OTP via email tapi verifikasi aja gabisa.",1,Negative,masyarakat mau disiplin dengan bayar pajak adanya layanan online mempermudah semua apalagi yg terkendala jarak bayangin aja orang plosok kabupaten nempuh jarak puluhan kilometer cuma buat ngurus ginian doang ke ibu kota kabupaten nah enak ada online ngerasa praktis tapi giliran online malah busuk juga bukannya makin praktis malah makin ngerasa sia sia bayar pajak duit kita yg harusnya manfaat buat kepraktisan itu malah gagal contohnya kirim kode otp via email tapi verifikasi aja gabisa,Negative,Negative
saya kasih bintang 2 dulu soalnya baru coba,2,Negative,saya kasih bintang 2 dulu soalnya baru coba,Negative,Negative
Saya hanya ingin lihat data PPh 21 saya,5,Positive,saya hanya ingin lihat data pph 21 saya,Positive,Positive
"Sudah diketik kode OTP, malah tidak bisa verifikasi 🧑‍🎄🧑‍🎄 selamat natal aplikasi yg penting dianggap kerja oleh pihak kementerian.",1,Negative,sudah diketik kode otp malah tidak bisa verifikasi selamat natal aplikasi yg penting dianggap kerja oleh pihak kementerian,Negative,Negative
"Hati hati ini aplikasi pishing, aplikasi penipuan jgan di download atau di install, Logika saja instansi pemerintah yang bisa dibilang banyak uang kok aplikasi kayak gini Djp , tidak bermutu.. Sekali lagi INI APLIKASI PENUPU JANGAN DI DOWNLOAD/INSTALL!!! Terima kasih,",1,Negative,hati hati ini aplikasi pishing aplikasi penipuan jgan di download atau di install logika saja instansi pemerintah yang bisa dibilang banyak uang kok aplikasi kayak gini djp tidak bermutu sekali lagi ini aplikasi penupu jangan di download install terima kasih,Negative,Negative
ga usah bayar pajak..lagian korup.,1,Negative,ga usah bayar pajak lagian korup,Negative,Negative
Verifikasi lupa efin error,1,Negative,verifikasi lupa efin error,Negative,Negative
"Kayak man kek gini org lagi butuh jadi susah dibuat apl nya, verifikasi otp aja gabisa",1,Negative,kayak man kek gini org lagi butuh jadi susah dibuat apl nya verifikasi otp aja gabisa,Negative,Negative
"Tombol verifikasi OTP di menu EFIN tidak bisa di tekan, alangkah baik nya sebelum release ke playstore di cek lebih mendalam lagi dengan QA, jadi nggak ada istilah hot baked code langsung di release di production seperti ini",1,Negative,tombol verifikasi otp di menu efin tidak bisa di tekan alangkah baik nya sebelum release ke playstore di cek lebih mendalam lagi dengan qa jadi nggak ada istilah hot baked code langsung di release di production seperti ini,Negative,Negative
Pelayanan pemerintah sangat buruk,1,Negative,pelayanan pemerintah sangat buruk,Negative,Negative
Aplikasinya Lemot banget padahal jaringannya normal,1,Negative,aplikasinya lemot banget padahal jaringannya normal,Negative,Negative
Dasar konoha akses gini aja sulit dan ga full service.. parah,1,Negative,dasar konoha akses gini aja sulit dan ga full service parah,Negative,Negative
"Tombol verifikasi disable, semoga cepat di update.",1,Negative,tombol verifikasi disable semoga cepat di update,Negative,Negative
C*k minta kode verifikasi tapi tombolnya tidak berubah asu.,1,Negative,c k minta kode verifikasi tapi tombolnya tidak berubah asu,Negative,Negative
"Kode token lewat email gak muncul, lewat SMS baru bisa muncul, tapi tombol verifikasi gak bisa di tekan...",1,Negative,kode token lewat email gak muncul lewat sms baru bisa muncul tapi tombol verifikasi gak bisa di tekan,Negative,Negative
Kode OTP permohonan efin tidak bisa dikonfirmasi... Tolong diperbaiki...,2,Negative,kode otp permohonan efin tidak bisa dikonfirmasi tolong diperbaiki,Negative,Negative
"Apk jelek,web juga jelek",1,Negative,apk jelek web juga jelek,Negative,Negative
"taekkkk, gari verifikasi otp malah gak iso",1,Negative,taekkkk gari verifikasi otp malah gak iso,Negative,Negative
Anggaran gede sistem cacad,1,Negative,anggaran gede sistem cacad,Negative,Negative
Aplikasi apaan ini woy kode efin ga bisa di tekan,1,Negative,aplikasi apaan ini woy kode efin ga bisa di tekan,Negative,Negative
Sangat jelek sekali. Tombol verifikasi tidak dapat ditekan.,1,Negative,sangat jelek sekali tombol verifikasi tidak dapat ditekan,Negative,Negative
"Tolol npwp online tolol pembodohan, nyusahin org",1,Negative,tolol npwp online tolol pembodohan nyusahin org,Negative,Negative
Mengajukan efin pas menu verifikasi nya tombol nya tidak bisa di tekan pdhl angka nya sudah sesuai.... Aplikasi bikinan pemerintah emng banyak masalah nya....,1,Negative,mengajukan efin pas menu verifikasi nya tombol nya tidak bisa di tekan pdhl angka nya sudah sesuai aplikasi bikinan pemerintah emng banyak masalah nya,Negative,Negative
"Ga bisa di klik verifikasinya, udah via sms maupun email tetap sama. Sekelas Pemerintahan punya aplikasi seperti ini, kacau sekali..",1,Negative,ga bisa di klik verifikasinya udah via sms maupun email tetap sama sekelas pemerintahan punya aplikasi seperti ini kacau sekali,Negative,Negative
Otp verif gabisa di klik,1,Negative,otp verif gabisa di klik,Negative,Negative
"kebanyakan bug eror perbaiki lahh, biar kita ga terlalu buang waktu",2,Negative,kebanyakan bug eror perbaiki lahh biar kita ga terlalu buang waktu,Negative,Negative
"Aplikasi gak bener, sudah masukkan kode otp tetep gk bisa confirmation code untuk meminta EFIEN, apknya gak bener kebanyakan korupsi",1,Negative,aplikasi gak bener sudah masukkan kode otp tetep gk bisa confirmation code untuk meminta efien apknya gak bener kebanyakan korupsi,Negative,Negative
"Aplikasi masih terlalu banyak bug, verifikasi kode efin aja ga bisa lah macam mana",2,Negative,aplikasi masih terlalu banyak bug verifikasi kode efin aja ga bisa lah macam mana,Negative,Negative
"Teu bisa dibuka, nyeun bala bala gehu weh meh ngenah.",1,Negative,teu bisa dibuka nyeun bala bala gehu weh meh ngenah,Negative,Negative
"Mau buat EFIN, tp verifikasi gagal terus, padahal data yang diminta sudah bener semua. Gimana bisa lancar bayar pajak klo begjni, hal spele bgini aja dipersulit.",1,Negative,mau buat efin tp verifikasi gagal terus padahal data yang diminta sudah bener semua gimana bisa lancar bayar pajak klo begjni hal spele bgini aja dipersulit,Negative,Negative
sangat membantu,5,Positive,sangat membantu,Positive,Positive
"Disuruh ngirim kode pas di masukin malah gak bisa , apk kualitas rendah",1,Negative,disuruh ngirim kode pas di masukin malah gak bisa apk kualitas rendah,Negative,Negative
"Min, tolong dong perbaiki aplikasinya. Selalu terkendala di verifikasi utk minta efin",1,Negative,min tolong dong perbaiki aplikasinya selalu terkendala di verifikasi utk minta efin,Negative,Negative
"Hati hati dengan penipuan dengan mengatasnamakan pengembalian pajak, karena ada aplikasi m pajak yang bisa hack device , hati hati",5,Positive,hati hati dengan penipuan dengan mengatasnamakan pengembalian pajak karena ada aplikasi m pajak yang bisa hack device hati hati,Positive,Positive
"Susah benar ini registrasi EFIN di DJP ,yang mudah cuma cek NPWP",1,Negative,susah benar ini registrasi efin di djp yang mudah cuma cek npwp,Negative,Negative
Aplikasi gak guna ngebug,1,Negative,aplikasi gak guna ngebug,Negative,Negative
"pas registrasi menu efin malah ga bisa di pencet menu selanjutnya padahal kode verifikasi sudah di masukin udah nunggu 10 menit, aplikasi ga jelas",1,Negative,pas registrasi menu efin malah ga bisa di pencet menu selanjutnya padahal kode verifikasi sudah di masukin udah nunggu 10 menit aplikasi ga jelas,Negative,Negative
Aplikasi ancur gk becus bikin aplikasi. Di web bisa login disini gak bisa.. bodoh,1,Negative,aplikasi ancur gk becus bikin aplikasi di web bisa login disini gak bisa bodoh,Negative,Negative
"bangke pisan,tombol yg harus d klik ga konek2.jngn d lncurkan klo blm memudah kan penggua",1,Negative,bangke pisan tombol yg harus d klik ga konek2 jngn d lncurkan klo blm memudah kan penggua,Negative,Negative
Verifikasi OTP untuk EFIN nya error,1,Negative,verifikasi otp untuk efin nya error,Negative,Negative
Mempermudah pembayaran pajak,5,Positive,mempermudah pembayaran pajak,Positive,Positive
"Ini yg ngurus aplikasi kerjanya ngapain aja ya, bug tombol verifikasi otp efin ga bisa di klik, jangan makan gaji buta bro, kerja yang bener, urus aplikasi yang bener",1,Negative,ini yg ngurus aplikasi kerjanya ngapain aja ya bug tombol verifikasi otp efin ga bisa di klik jangan makan gaji buta bro kerja yang bener urus aplikasi yang bener,Negative,Negative
Bisa gak sih buat website itu yang bener bolak balek verifikasi otp ga bisa bisa makanya kalo buat website jangan banyak di korup,1,Negative,bisa gak sih buat website itu yang bener bolak balek verifikasi otp ga bisa bisa makanya kalo buat website jangan banyak di korup,Negative,Negative
"Dunia sudah serba digital kok apa-apa harus ke kantor, bagaimana kalo yg tinggal di daerah akses ke kantor membutuhkan waktu 4-5 jam. Cuma sekedar minta aktivasi EFIN harus datang ke kantor. Terus apa gunanya aplikasi ini bukannya bertujuan untuk memudahkan. Kacau.",1,Negative,dunia sudah serba digital kok apa apa harus ke kantor bagaimana kalo yg tinggal di daerah akses ke kantor membutuhkan waktu 4 5 jam cuma sekedar minta aktivasi efin harus datang ke kantor terus apa gunanya aplikasi ini bukannya bertujuan untuk memudahkan kacau,Negative,Negative
"saya mau daftar efin tapi setelah angka verifikasi keluar dan saya masukkan tidak kunjung menyala tombol verifikasi kodenya. kok jadi ribet bener ya,, mau lapor pajak saja kok ribet gini",2,Negative,saya mau daftar efin tapi setelah angka verifikasi keluar dan saya masukkan tidak kunjung menyala tombol verifikasi kodenya kok jadi ribet bener ya mau lapor pajak saja kok ribet gini,Negative,Negative
"Tiap otp gagal trs di website ade gw mau daftar NPWP gagal mulu pdhal kodenya di kasih + pulsanya di sedot, gw mau masukin epin udh dpt OTP tp tombol verifikasi gk nyala, gmna sih gaje banget yang aplikasi dan websitenya",1,Negative,tiap otp gagal trs di website ade gw mau daftar npwp gagal mulu pdhal kodenya di kasih pulsanya di sedot gw mau masukin epin udh dpt otp tp tombol verifikasi gk nyala gmna sih gaje banget yang aplikasi dan websitenya,Negative,Negative
Aplikasi cuci uang pajak akhir tahun doang kode nya masuk tapi tombol verifikasi nggk berubah warna nggak bisa ditekan,1,Negative,aplikasi cuci uang pajak akhir tahun doang kode nya masuk tapi tombol verifikasi nggk berubah warna nggak bisa ditekan,Negative,Negative
"Gabisa klik verifikasi kode, ga bisa yah bikin apk ?",1,Negative,gabisa klik verifikasi kode ga bisa yah bikin apk,Negative,Negative
"Cik atuh lewat WhatsApp otp tuh kan udah canggih, dana kalian kan besar masa iya sistem otp masih jadul pake SMS, mana beban di tangguhkan ke kita sebagai user, please lah kalian tuh perusahaan besar bukan perusahaan iclik, sistem CCD",1,Negative,cik atuh lewat whatsapp otp tuh kan udah canggih dana kalian kan besar masa iya sistem otp masih jadul pake sms mana beban di tangguhkan ke kita sebagai user please lah kalian tuh perusahaan besar bukan perusahaan iclik sistem ccd,Negative,Negative
Sudah dipakai menipu istri oleh oknum,1,Negative,sudah dipakai menipu istri oleh oknum,Negative,Negative
Bagus,5,Positive,bagus,Positive,Positive
Ijin dibantu cara kerja aplikasinya🙏🙏,5,Positive,ijin dibantu cara kerja aplikasinya,Positive,Positive
Good,5,Positive,good,Positive,Positive
"Masih banyak yg harus di perbaiki sih klo apk sekelas Pemerintah meneurut saya, terutama di bagian verefikasi kode otp Efin gk bisa di klik itu meski kode nya udh di masukin🥱",2,Negative,masih banyak yg harus di perbaiki sih klo apk sekelas pemerintah meneurut saya terutama di bagian verefikasi kode otp efin gk bisa di klik itu meski kode nya udh di masukin,Negative,Negative
"Sangat membatu untuk pembayaran pajak ,tampah datang kekantor ya",5,Positive,sangat membatu untuk pembayaran pajak tampah datang kekantor ya,Positive,Positive
Kode verifikasi bnrin,1,Negative,kode verifikasi bnrin,Negative,Negative
Kenapa harus dipersulit untuk pendaftarannya.padahal mau bayar pajak harusnya dipermudah,1,Negative,kenapa harus dipersulit untuk pendaftarannya padahal mau bayar pajak harusnya dipermudah,Negative,Negative
Sangat tidak membantu... Lupa EFIN mentok di verivikasi,1,Negative,sangat tidak membantu lupa efin mentok di verivikasi,Negative,Negative
"Gak bisa verifikasi kode OTP di menu EFIN gimana ini? Ngabisin pulsa aja dah, gabener",1,Negative,gak bisa verifikasi kode otp di menu efin gimana ini ngabisin pulsa aja dah gabener,Negative,Negative
"apalahh gabisa masuk, aplikasi error inimah.. rusakk",1,Negative,apalahh gabisa masuk aplikasi error inimah rusakk,Negative,Negative
Baik,5,Positive,baik,Positive,Positive
Ga di apk ga di web bug nya parah ingat ini instansi pemerintah lo duit pajak nya pakai untuk sistem sebagian jangan di telan sama oknum semua ya,1,Negative,ga di apk ga di web bug nya parah ingat ini instansi pemerintah lo duit pajak nya pakai untuk sistem sebagian jangan di telan sama oknum semua ya,Negative,Negative
Kocak kocak aplikasi konyol daftar tapi susah validasi kocak,1,Negative,kocak kocak aplikasi konyol daftar tapi susah validasi kocak,Negative,Negative
Udah..udah... Fix apk jelek,1,Negative,udah udah fix apk jelek,Negative,Negative
APLIKASI TOLOL,1,Negative,aplikasi tolol,Negative,Negative
Sering error dan loading lama saat absensi,1,Negative,sering error dan loading lama saat absensi,Negative,Negative
lemot,1,Negative,lemot,Negative,Negative
Tolong tombol verifikasi OTPnya diperbaiki. Selama itu kah memperbaiki bug tersebut?,4,Positive,tolong tombol verifikasi otpnya diperbaiki selama itu kah memperbaiki bug tersebut,Positive,Positive
Please fix bug verifikasi,1,Negative,please fix bug verifikasi,Negative,Negative
aplikasi cacat. kebanyakan korupsi sih lu aplikasi aja cacatnya minta ampun,1,Negative,aplikasi cacat kebanyakan korupsi sih lu aplikasi aja cacatnya minta ampun,Negative,Negative
Sangat membantu,5,Positive,sangat membantu,Positive,Positive
Mantap,5,Positive,mantap,Positive,Positive
2 bintang dulu karna blm di coba,2,Negative,2 bintang dulu karna blm di coba,Negative,Negative
Halo admin m pajak tolong jelasin kenapa kode otp udah dimasukin tapi tidak bisa di ketik verifikasi nya?,3,Neutral,halo admin m pajak tolong jelasin kenapa kode otp udah dimasukin tapi tidak bisa di ketik verifikasi nya,Neutral,Neutral
"Sampah, verifikasi otp gabisa",1,Negative,sampah verifikasi otp gabisa,Negative,Negative
Verifikasi kode susah banget...kode udh dimasukin gk di verif juga,1,Negative,verifikasi kode susah banget kode udh dimasukin gk di verif juga,Negative,Negative
Aplikasi buruk sekalii. D akses sering error. Otp sudah keluar tidak bisa lanjut proses,1,Negative,aplikasi buruk sekalii d akses sering error otp sudah keluar tidak bisa lanjut proses,Negative,Negative
Tombol Verifikasi OTP nya error terus,1,Negative,tombol verifikasi otp nya error terus,Negative,Negative
Bagus banget memudahkan,5,Positive,bagus banget memudahkan,Positive,Positive
stressss lama lama di kasi layanan yg sangat buruk!!! woyy perkara mau login aja kenapa harus erorrr teruss gua bayar pajak bukan buat lu ngasi layanan yg burukkk woyyyyyy,1,Negative,stressss lama lama di kasi layanan yg sangat buruk woyy perkara mau login aja kenapa harus erorrr teruss gua bayar pajak bukan buat lu ngasi layanan yg burukkk woyyyyyy,Negative,Negative
",€;9",1,Negative,9,Negative,Negative
"aplikasi tl*l, gw login di website bisa login disni pw salah terus ga jelas knt*l",1,Negative,aplikasi tl l gw login di website bisa login disni pw salah terus ga jelas knt l,Negative,Negative
"Yang bener aja lah, bug fixed tanggal 4 desember 2024. Tapi bug tombol verifikasi otp effin udah dimasukin tapi malah ga bisa di tekan tombolnya. Bug apaan yang di fix tolol",1,Negative,yang bener aja lah bug fixed tanggal 4 desember 2024 tapi bug tombol verifikasi otp effin udah dimasukin tapi malah ga bisa di tekan tombolnya bug apaan yang di fix tolol,Negative,Negative
Tombol verifikasi kode pada menu permintaan EFIN setelah menerima email dan memasukan ke kolom tombol verifikasi tidak aktif sehingga kita tidak bisa melakukan verifikasi. Mohon segera ditindak lanjuti. Terima kasih,2,Negative,tombol verifikasi kode pada menu permintaan efin setelah menerima email dan memasukan ke kolom tombol verifikasi tidak aktif sehingga kita tidak bisa melakukan verifikasi mohon segera ditindak lanjuti terima kasih,Negative,Negative
"Selalu gagal mendapatkan kode otp, padahal nomor yang di pakai, tapi selalu gagal. Tolong solusi terbaik nya",1,Negative,selalu gagal mendapatkan kode otp padahal nomor yang di pakai tapi selalu gagal tolong solusi terbaik nya,Negative,Negative
Untuk bagian lupa efin setelah dapat kode verifikasi via sms kenapa tombol verifikasi kode nya gak bisa d tekan dn gk brubah jd warna biru gitu.. alhasil gagal terus ini proses recovery akunnya..,3,Neutral,untuk bagian lupa efin setelah dapat kode verifikasi via sms kenapa tombol verifikasi kode nya gak bisa d tekan dn gk brubah jd warna biru gitu alhasil gagal terus ini proses recovery akunnya,Neutral,Neutral
Aplikasi pekerjaan sd magang ga jelas,1,Negative,aplikasi pekerjaan sd magang ga jelas,Negative,Negative
"Sampah req OTP aja susanya minta ampun, WAKANDA WAKANDA",1,Negative,sampah req otp aja susanya minta ampun wakanda wakanda,Negative,Negative
"Kocak bagian aplikasi pecat aja masa tombol verivikasi ga bisa dipencet, pecat aja banyak orang jg yang berkualitas lol",1,Negative,kocak bagian aplikasi pecat aja masa tombol verivikasi ga bisa dipencet pecat aja banyak orang jg yang berkualitas lol,Negative,Negative
Bangke lah udah minta kode via sms bayarnya mahal...udah dapet giliran d masukin dgn sangt benar eh tombol verifikasinya gk berubah warna jd gk bs d klik...begitu terus sampai berkali2...buseeet pulsaku langsung abis...klo sy hitung minta kode via sms jatuhnya Rp.1100/sms dn tidak ada hasil.. .😭😭😭,1,Negative,bangke lah udah minta kode via sms bayarnya mahal udah dapet giliran d masukin dgn sangt benar eh tombol verifikasinya gk berubah warna jd gk bs d klik begitu terus sampai berkali2 buseeet pulsaku langsung abis klo sy hitung minta kode via sms jatuhnya rp 1100 sms dn tidak ada hasil,Negative,Negative
"Aplikasi gak guna...bikin emosi, daftar selalu gagal...malulah !!!!",1,Negative,aplikasi gak guna bikin emosi daftar selalu gagal malulah,Negative,Negative
Kocak gk bisa verifikasi kode,1,Negative,kocak gk bisa verifikasi kode,Negative,Negative
Tidak jelas saat mau masukkan akun,3,Neutral,tidak jelas saat mau masukkan akun,Neutral,Neutral
Gak bisa verifikasi tolong perbaiki lagi.. 😮‍💨,1,Negative,gak bisa verifikasi tolong perbaiki lagi,Negative,Negative
"Gimana si aplikasinya, mau pengajuan efin pas minta kode verifikasi email tidak bisa di klik verifikasi, gk jelas banget apk nya😡",1,Negative,gimana si aplikasinya mau pengajuan efin pas minta kode verifikasi email tidak bisa di klik verifikasi gk jelas banget apk nya,Negative,Negative
Okeee,5,Positive,okeee,Positive,Positive
"Seperti biasa tidak berguna sama sekali, apk pemerintah banyak bug nya. Padahal ini sekelas pajak.",1,Negative,seperti biasa tidak berguna sama sekali apk pemerintah banyak bug nya padahal ini sekelas pajak,Negative,Negative
"Aplikasi paling gak guna, niat hati biar semua serba mudah malah makin susah dan menyebalkan, karena harus berkali kali mencoba tapi gagal terus buang buang kuota aja",1,Negative,aplikasi paling gak guna niat hati biar semua serba mudah malah makin susah dan menyebalkan karena harus berkali kali mencoba tapi gagal terus buang buang kuota aja,Negative,Negative
Sudah hampir 3 Minggu kartu NPWP belum sampai rumah. Katanya mo dikirim,1,Negative,sudah hampir 3 minggu kartu npwp belum sampai rumah katanya mo dikirim,Negative,Negative
"Aplikasi merepotkan, belum proper sudah di launching.",1,Negative,aplikasi merepotkan belum proper sudah di launching,Negative,Negative
Kurang lengkap Pak,1,Negative,kurang lengkap pak,Negative,Negative
Sangat bagus,5,Positive,sangat bagus,Positive,Positive
Eror mulu,1,Negative,eror mulu,Negative,Negative
Sangat membantu dalam mengalasisi pajak,5,Positive,sangat membantu dalam mengalasisi pajak,Positive,Positive
"bar untuk menverifikasi kode otp tidak merespon, perbaiki bug ini",2,Negative,bar untuk menverifikasi kode otp tidak merespon perbaiki bug ini,Negative,Negative
"Semoga kedepannya aplikasi ini lebih ditingkatkan lagi,sekelas aplikasi negara tapi masih begitu buruk .",1,Negative,semoga kedepannya aplikasi ini lebih ditingkatkan lagi sekelas aplikasi negara tapi masih begitu buruk,Negative,Negative
"Entah apps apa ni,TDK berguna,minta eefin saja susah x,sudah dpt otp malah ttddk bisa di verifikasi👻👻👻,pulsa di kuras, entahlah, kebanyakan tidur dan kebanyakan orang males di siittu.anjritlah",1,Negative,entah apps apa ni tdk berguna minta eefin saja susah x sudah dpt otp malah ttddk bisa di verifikasi pulsa di kuras entahlah kebanyakan tidur dan kebanyakan orang males di siittu anjritlah,Negative,Negative
Baru 3 jam di download udh minta update... wkwkwkkk,1,Negative,baru 3 jam di download udh minta update wkwkwkkk,Negative,Negative
Apk pemerintahan kok gini.. Selalu gagal login.. Udah pake data pindah wifi sama aja.. Anggran untuk apk pasti nggk sedikit...,1,Negative,apk pemerintahan kok gini selalu gagal login udah pake data pindah wifi sama aja anggran untuk apk pasti nggk sedikit,Negative,Negative
Gembel,1,Negative,gembel,Negative,Negative
"HATI"" GUYS.... Data bisa bocor, ada aja yang mengaku dari pihak DJP. Dan anehnya dia kirim name tage nya, mungkin palsu. Dikirim link sama dia, M-Pajak tapi beda sama yg ada di playstore ini. Miris yaaa, pemerintah punya tapi masih bisa dibobol orang datanya. Atau malah jual data??? Saya lapor mindra ajaa keknya biar diaudit... 🙃 Hampir livin dan brimo keretas, langsung sadar karena notif bahaya dari HP, dan mulai mikir apa iya pegawai pajak yg begitu sibuk punya waktu sebanyak ini nanya""...",1,Negative,hati guys data bisa bocor ada aja yang mengaku dari pihak djp dan anehnya dia kirim name tage nya mungkin palsu dikirim link sama dia m pajak tapi beda sama yg ada di playstore ini miris yaaa pemerintah punya tapi masih bisa dibobol orang datanya atau malah jual data saya lapor mindra ajaa keknya biar diaudit hampir livin dan brimo keretas langsung sadar karena notif bahaya dari hp dan mulai mikir apa iya pegawai pajak yg begitu sibuk punya waktu sebanyak ini nanya,Negative,Negative
Tidak membantu sama sekali ini mau pengajuan EFIN kode otp sudah di masukan tapi kodenya gak bisa di klik verif,1,Negative,tidak membantu sama sekali ini mau pengajuan efin kode otp sudah di masukan tapi kodenya gak bisa di klik verif,Negative,Negative
Ga bereesss saya mau ubah sandi malah erorrr ga jelasss apk ini,1,Negative,ga bereesss saya mau ubah sandi malah erorrr ga jelasss apk ini,Negative,Negative
Buruk,1,Negative,buruk,Negative,Negative
Aplikasi gak membantu sama sekali,1,Negative,aplikasi gak membantu sama sekali,Negative,Negative
Tiba2 ada org tlfn blg nya dri djp kebetulan NPWP ku emang blum di update jadi 16 dijit masih yg 15. Tpi anehnya dia hubungi via wa minta berbagi layar dan minta instal aplikasi ini trus minta izinkan akses ke hp ku. Agak aneh dia juga minta pembayaran matre sbesar 10 rb. Tpi ak nolak krn ngerasa dia bisa akses hp ku otomatis klo ak tf dia tau akun dan pin2 ku ahirnya ak putus smbungan tlfn dan org nya tiba2 ngilang. Hati2 guys... atau disini jg ada yg mengalami ?,1,Negative,tiba2 ada org tlfn blg nya dri djp kebetulan npwp ku emang blum di update jadi 16 dijit masih yg 15 tpi anehnya dia hubungi via wa minta berbagi layar dan minta instal aplikasi ini trus minta izinkan akses ke hp ku agak aneh dia juga minta pembayaran matre sbesar 10 rb tpi ak nolak krn ngerasa dia bisa akses hp ku otomatis klo ak tf dia tau akun dan pin2 ku ahirnya ak putus smbungan tlfn dan org nya tiba2 ngilang hati2 guys atau disini jg ada yg mengalami,Negative,Negative
"Saya kasih bintang 1 , aplikasi gak level, gak sesuai sama misi nya.Mau buka aplikasi saja lama nya.......",1,Negative,saya kasih bintang 1 aplikasi gak level gak sesuai sama misi nya mau buka aplikasi saja lama nya,Negative,Negative
"Gak jelas udah masukin kode OTP tapi salah tanpa alasan yang jelasan, eh setelah diulangi lagi yang kedua dengan nomer yang samabaru bisa, mana harus bayar pake pulsa lagi, dan beli nomer telkomsel pula hufftt",1,Negative,gak jelas udah masukin kode otp tapi salah tanpa alasan yang jelasan eh setelah diulangi lagi yang kedua dengan nomer yang samabaru bisa mana harus bayar pake pulsa lagi dan beli nomer telkomsel pula hufftt,Negative,Negative
"Data saya bocor, tolong di tindak lanjuti",1,Negative,data saya bocor tolong di tindak lanjuti,Negative,Negative
Apa sih. Notif ada update yg harus diinstall tapi muter2 sampai 7 turunan gk kelar,1,Negative,apa sih notif ada update yg harus diinstall tapi muter2 sampai 7 turunan gk kelar,Negative,Negative
"Minimal aplikasi di benerin lah, malu bgt rakyatnya suruh bayar pajak tapi pelayananya minus.",1,Negative,minimal aplikasi di benerin lah malu bgt rakyatnya suruh bayar pajak tapi pelayananya minus,Negative,Negative
Goood,5,Positive,goood,Positive,Positive
👍👍👍👍👍,5,Positive,,Positive,Positive
Lumayan,5,Positive,lumayan,Positive,Positive
"Yak seperti biasa, tipikal aplikasi bobrok khas pemerintah. Menunya ribet, mau login dibilang salah password, udah reset password tetep ga bisa login. Yang kek gini narikin pajak dari kita, cuih.",1,Negative,yak seperti biasa tipikal aplikasi bobrok khas pemerintah menunya ribet mau login dibilang salah password udah reset password tetep ga bisa login yang kek gini narikin pajak dari kita cuih,Negative,Negative
Aplikasi pemerintah kok banyak error nya..,1,Negative,aplikasi pemerintah kok banyak error nya,Negative,Negative
"Beneran ini Aplikasi menyusahkan.. Daftar dr aplikasi, dialihkan ke chroome,,eeeh malah gak buka².. Yg nelpon dr pajak 1 jam 1X🤣🤣 Layanan kaya gini..🤦",1,Negative,beneran ini aplikasi menyusahkan daftar dr aplikasi dialihkan ke chroome eeeh malah gak buka yg nelpon dr pajak 1 jam 1x layanan kaya gini,Negative,Negative
