ï»¿text,rating,sentiment,clean_text
Sangat mempersulit,1,Negative,sulit
"Sungguh tidak berpungsi,,",1,Negative,sungguh pungsi
Proses daftar lama,1,Negative,proses daftar
"Susah skli Dftar smpai k lngkah 2, rquest OTP ggal2 trus Pdhal krtu sim aktiv, jg ad plsa, pkai krtu tlkomsel jg, urus d kkp trdkat gk bisa bntu hrus ssuai wilyah KTP msak cman urus kita byar pjak msih d prsulit",1,Negative,susah skli dftar smpai k lngkah rquest otp ggal trus pdhal krtu sim aktiv jg ad plsa pkai krtu tlkomsel jg urus d kkp trdkat bntu hrus ssuai wilyah ktp msak cman urus byar pjak msih d prsulit
Aplikasi ndak ada gunanya,1,Negative,aplikasi ndak guna
Terlalu ribet,1,Negative,ribet
"Bayar pajak mahal, aplikasinya ampas, ngisi capta g kelar"" d korupsi tros blok",1,Negative,bayar pajak mahal aplikasi ampas ngisi capta g kelar d korupsi tros blok
App ngak berguna....no npwp bener pswd bener ttp g bisa masuk.....klo g biaa bikin app gausah bikin sekalian,1,Negative,app ngak bergunano npwp bener pswd bener ttp g masukklo g biaa bikin app gausah bikin
Mau login aja susah..login di web bisa..,1,Negative,login susahlogin web
Error terus kenapa ya,1,Negative,error ya
Tehnik mesin,5,Positive,tehnik mesin
Susah bgt minta efin . Data udh bener sampe diUlang2 . Lebih teliti udh bener ttp Gagal . Aplikasi Ga membantu ð¥²,1,Negative,susah banget efin data udh bener sampe ulang teliti udh bener ttp gagal aplikasi bantu
Sangat mbantu,5,Positive,mbantu
Good joob m-pajak sangat memudahkan dalam transaksi pajak secara online dan daring.,5,Positive,good joob mpajak mudah transaksi pajak online daring
Tertib pajak,5,Positive,tertib pajak
"Mau bayar pajak aja, aplikasi nya tidak ramah user Mau di bayar apa enggak nih ... Mau taat bayar pajak tapi belibet aplikasi nya Kita ni mau bayar lho, bukan mau minta",2,Negative,bayar pajak aplikasi nya ramah user bayar nih taat bayar pajak belibet aplikasi nya ni bayar lho
susah masuk aplikasi nya loading terus gak ada muncul apa apa pisan parah ð¤¦ââï¸,1,Negative,susah masuk aplikasi nya loading gak muncul pis parah
padahal mudah digunakan login lancar dari sekian komen hanya mencela...benar sih kata org2 SDM kita masih rendah,5,Positive,mudah login lancar sekian komen mencelabenar sih org sdm rendah
Kau makan uang haram aja kerjaannya wkwkw. Ayo beli rubicon lg ngab biar indonesia ini makmur damai sejahtera,1,Negative,kau makan uang haram kerja wkwkw ayo beli rubicon lg ngab biar indonesia makmur damai sejahtera
Website sama aplikasi sama aja nggak ada yg beres . . Mau login aja susah amat dibilang npwp sama password salah mulu . . Mau minta Efin ehh malah dikirimnya ke yopmail padahal semua juga pakainya gmail . . Lagian mana ada yg pakai email yopmail . . Hadeehh makanya duit rakyat dipakai yg bener donk diilangin tuh yg korup2 biar bisa bikin akses online yg memudahkan buat rakyat,1,Negative,website aplikasi beres login susah bilang npwp password salah mulu efin ehh kirim yopmail pakai gmail pakai email yopmail hadeehh duit rakyat pakai bener donk diilangin tuh korup biar bikin akses online mudah rakyat
"Lebih mudah daftar ML. Miris banget di web error, di apk error, sinyal padahal bagus, tapi selalu error.",1,Negative,mudah daftar ml miris banget web error apk error sinyal bagus error
"Aplikasi gajebo, lupa password, buat baru, lupa efin ga bisa diklik, Ama duitnya cpt banget perbaiki dl aplikasinya ,",1,Negative,aplikasi gajebo lupa password lupa efin klik ama duit cpt banget baik dl aplikasi
like,5,Positive,like
mantapp,5,Positive,mantapp
"Kena denda gara2 lelet, bales wa sueee",1,Negative,kena denda gara lelet bales wa sueee
Ribet banget dongok mending ga usah bayar pajak gw,1,Negative,ribet banget dongok mending bayar pajak gw
Sangat membantu,5,Positive,bantu
Eror an,1,Negative,eror an
3 dlu,3,Neutral,dlu
Mantaap,5,Positive,mantaap
Goood,5,Positive,goood
Mantap x pun,5,Positive,mantap x
"Aplikasi g berguna,lupa efin udah di isi semua sesuai dengan permintaan begitu di submit verifikasi gagal.",1,Negative,aplikasi g bergunalupa efin udah isi sesuai minta submit verifikasi gagal
Efin katanya sudah dikirim ke email terdaftar tapi cek email gak ada. Bagaimana ini?,2,Negative,efin kirim email daftar cek email gak
Ga membantu sama sekali,1,Negative,bantu
"Orang mau bayar pajak yg notabene penghasilan negara aja dipersulit, KASIH SOLUSI DONG BUAT ORG YG PROVIDERNYA 3, AXIS DAN SMARTFREN !!! JANGAN DISURUH GANTI NOMER LAIN, ITU NOMER UDH BERTAHUN2 DIPAKE MASA SURUH GANTI. LANGSUNG KE KANTOR PELAYANAN NYA PUN GK ADA SOLUSI. GAK USH DI BAYAR SEKALIAN KLO KAYAK GINI PELAYANAN NYA !!!",1,Negative,orang bayar pajak notabene hasil negara sulit kasih solusi org providernya axis smartfren suruh ganti nomer nomer udh tahun dipake suruh ganti langsung kantor layan nya solusi gak ush bayar klo kayak gin layan nya
"Aplikasi dancok, aplikasi ae sibuk , Aplikasi pemerintah kok koyo siput",1,Negative,aplikasi dancok aplikasi ae sibuk aplikasi perintah koyo siput
"Yaampun gabisa login dong, padahal di websitenya bisa login loh...perbaiki dong!!!",1,Negative,yaampun gabisa login websitenya login lohperbaiki
"Fitur aplikasi gk bisa di klik, kek org bodoh nih yg buat",1,Negative,fitur aplikasi klik kek org bodoh nih
"Udah seneng bisa buat e-billing dgn cepet sewaktu-waktu, tapi aplikasinya error, klik jenis pajak dll gak muncul pilihannya, ngadat. Sungguh mengecewakan, mau pakai aplikasi lain ada biaya admin pula",2,Negative,udah neng ebilling dgn cepet sewaktuwaktu aplikasi error klik jenis pajak dll gak muncul pilih ngadat sungguh kecewa pakai aplikasi biaya admin
Bagaimna Sih Ini aplikasi 1500200 untuk tanya solusi mau terhubung dengan Call Center malah cukup potong pulsa langsung dikasih mati...kalian niat kerja tidak.. kita minta bantuan ko susa sekali,1,Negative,bagaimna sih aplikasi solusi hubung call center potong pulsa langsung kasih matikalian niat kerja bantu ko susa
Good aplikation,5,Positive,good aplikation
Menurut saya aplikasi pajak ini di ganti saja judulnya menjadi aplikasi mempersulit masyarakat . Miris padahal di kelola negara bikin susah rakyat aja lupa efin pun seperti mau mati,1,Negative,aplikasi pajak ganti judul aplikasi sulit masyarakat miris kelola negara bikin susah rakyat lupa efin mati
Good job buat djp!,1,Negative,good job djp
Gua sampe 4 x bikin aku google tetap tidak bisa ya segala reques otp nya ngk ada masuk pesan nya trus pas kita mau bikin lagi pakai aku yg lain no hp nya ngk bisa lagi hadeh di aplikasi bukan nya mempermudah jadi memper sulit apalagi pas jaringan nya buruk,1,Negative,gua sampe x bikin google ya reques otp nya ngk masuk pesan nya trus pas bikin pakai no hp nya ngk hadeh aplikasi nya mudah memper sulit pas jaring nya buruk
Lupa sandi GK bisa Daftar baru GK bisa Nyuci piring bisa kau?ð¤¬ð¡,1,Negative,lupa sandi daftar nyuci piring kau
Aplikasi error terus,1,Negative,aplikasi error
INTINYA KITA DIPERSULIT UNTUK AKSESNYA DAN LAMA2 GABISA MANTAU TAU2 PAJAKNYA MEMBENGKAK ð¤£,1,Negative,inti sulit akses gabisa mantau tau pajak bengkak
ð¤®,1,Negative,
"Uangnya di korupsi mulu... Noh betulin aplikasinya dan di webnya,.. masuk aja sulit lelet minta ampun niat bikin aplikasi kagak haa",1,Negative,uang korupsi mulu noh betulin aplikasi webnya masuk sulit lelet ampun niat bikin aplikasi kagak haa
Susah kali sih buat NPWP gua habis 15k pulsa kebuat akun aja belum,1,Negative,susah kali sih npwp gua habis k pulsa buat akun
Sulit untuk masuk katanya nik ktp sulit ditemukan,1,Negative,sulit masuk nik ktp sulit temu
Baik,5,Positive,
"Masukkannya kalau bisa untuk pelaporan SPT bisa melalui aplikasi ini juga ya, ditunggu updatenya Terimakasih",2,Negative,masuk lapor spt aplikasi ya tunggu updatenya terimakasih
Velidasi data susah bnr ampun dh dr mlm sampe pagi cuma ngisi data aja ga bisa bisa,1,Negative,velidasi data susah bnr ampun dh mlm sampe pagi ngisi data
"Uang pajak rakyat yang banyak itu kemana aja? Seharusnya uang pajak rakyat itu sisihin juga buat memperbaiki aplikasi ini coy, bukan buat masuk kantong pribadi kalian. Sekelas pemerintahan pajak yakali aplikasinya busuk kek gini! Aplikasi busuk",1,Negative,uang pajak rakyat mana uang pajak rakyat sisihin baik aplikasi coy masuk kantong pribadi kelas perintah pajak yakali aplikasi busuk kek gin aplikasi busuk
Terima kasih !!,5,Positive,terima kasih
Yang membuat aplikasi ini pasti orang LOL TO mau ganti kata sandi nungguin email 10 kali nggak ada masuk,1,Negative,aplikasi orang lol to ganti sandi nungguin email kali masuk
Aplikasi tidak berguna,1,Negative,aplikasi guna
"seharusnya di aplikasi pajak ini bisa sekalian lapor SPT,tapi gak bisa harus ke web djponline.go.id.jadi aplikasi ini gak bermanfaat utk semua ttg pajak.seharusnya di aplikasi ini semua bisa.",1,Negative,aplikasi pajak lapor spttapi gak web djponlinegoidjadi aplikasi gak manfaat utk ttg pajakseharusnya aplikasi
Mau masuk saja sudah di persulit apl apaan ini,1,Negative,masuk sulit apl
Kenapa ya setiap aplikasi tentang instansi pemerintah pasti bobrok gak bergunaa,1,Negative,ya aplikasi instansi perintah bobrok gak bergunaa
Membantu,4,Positive,bantu
Mmbntu,4,Positive,mmbntu
"Lupa efin, suruh ngisi data. Sudah ngisi data malah dan tetep gak bisa alhasil ujung ujungnya suruh ke kantor pajak terdekat.... Hemmm",2,Negative,lupa efin suruh ngisi data ngisi data tetep gak alhasil ujung ujung suruh kantor pajak dekat hemmm
"Pusing banget ingin bikin NPWP juga,",1,Negative,pusing banget bikin npwp
Error mulu,1,Negative,error mulu
Tolol,1,Negative,tolol
Kenapa tidak bisa masuk apk ..padahal baru mau daftar efin,1,Negative,masuk apk daftar efin
G niat buat aplikasi,1,Negative,g niat aplikasi
"Cara lihat Spt th 2021+2022 untuk diprint gimana caranya di amplikasi apa ,apa bisa minta kantor pajak untuk ngirim ke email saya",5,Positive,lihat spt th diprint gimana amplikasi kantor pajak ngirim email
PARAH BUKAN NYA DI PERBAIKI MALAH NAMBAH BURUK,1,Negative,parah nya baik nambah buruk
Aplikasi gak guna tu yang kerja IQ nya nol.aplikasi gak mutu sering eror mulu,1,Negative,aplikasi gak tu kerja iq nya nolaplikasi gak mutu eror mulu
ok,5,Positive,ok
"aplikasi gajelas. dipikir nya kita2 ni punya byk waktu buat mampir ke kantor pajak ? online tujuannya biar enak, eh aplikasi nya jelek. kalo ga lapor, dikenakan denda ?! salahin lah aplikasi kalian knp jelek. huh. kalo pake link internet biasa, haduuh ribet dan ga mudeng. pdhl enak bgt kalo log in pake effin dan no npwp gtu lhooo, ga repot. lagian nomor npwp kan pasti setiap org beda ya ?",1,Negative,aplikasi gajelas pikir nya ni byk mampir kantor pajak online tuju biar enak eh aplikasi nya jelek kalo lapor kena denda salahin aplikasi knp jelek huh kalo pake link internet haduuh ribet mudeng pdhl enak banget kalo log in pake effin no npwp gtu lhooo repot nomor npwp org beda ya
"GK bisa masuk ke aplikasi,,unexpected error occurred ,trus restar2 terus",1,Negative,masuk aplikasiunexpected error occurred trus restar
"Ribet, lebih mudah registrasi situs bokep dripada lapor pajak.",1,Negative,ribet mudah registrasi situs bokep dripada lapor pajak
Busuk percuma buat aplikasi tidak bisa menyelesaikan masalah,1,Negative,busuk aplikasi selesai
Buat billing gak bisa,1,Negative,billing gak
"Aplikasi nya kaya di kelola anak smk , cape2 ngisi lupa efin, lgsg error wkwkk gak niat bikin applikasi",1,Negative,aplikasi nya kaya kelola anak smk cape ngisi lupa efin lgsg error wkwkk gak niat bikin applikasi
Aplikasi bugnya membagongkan... selalu gagal pas udah ngumpul dokumen untuk EFIN selalu gagal,1,Negative,aplikasi bugnya bagong gagal pas udah ngumpul dokumen efin gagal
Lumayan ð,3,Neutral,lumayan
"Emang bener di komentar kalau aplikasi ini mempersulit, pas saya coba emang mempersulit, data sudah lengkap, punya negara kok gini sistem nya, kemana uang kami bukan nya bekerja dengan benar malah asal asalan",1,Negative,emang bener komentar aplikasi sulit pas coba emang sulit data lengkap negara gin sistem nya mana uang nya asal
"Kalau fitur belum bisa dipakai lebih baik dihapus, katanya bisa minta kode effin tapi sudah coba berkali kali tidak bisa.",1,Negative,fitur pakai hapus kode effin coba kali kali
"Mau daftar npwp sulit, web dan aplikasi sama sama gak jelas, ""data gagal di simpan, eror constrait database, silakan hubungin adminisiator.... Tidak ada penjelasan kesalah dimana. Hubungin CS isi bot gak dan berbayar pulsa tidak menyelesaikan masalah.",1,Negative,daftar npwp sulit web aplikasi gak data gagal simpan eror constrait database sila hubungin adminisiator jelas salah mana hubungin cs isi bot gak bayar pulsa selesai
Biasanya lancar skrg malah gak bisa dipake.,1,Negative,lancar skrg gak dipake
"efin aja harus ke kantor,..thn 2023 masih kaku aja...",1,Negative,efin kantorthn kaku
"Sangat miris ya, app penting dan dikelola pemerintah bisa error dan gak fungsi, mau daftar tidak bisa, lupa password tidak bisa, lupa efin pun tidak bisa di registrasi/perbaharui!",1,Negative,miris ya app kelola perintah error gak fungsi daftar lupa password lupa efin registrasiperbaharui
"Begitu masuk akun langsung eror tdk bisa dibuka, aneh ya masa tidak bisa buat aplikasi yg bagus? Dengan dana yg besar seharusnya mudah. Apa perlu di outsourcing ke swasta saja?",1,Negative,masuk akun langsung eror tdk buka aneh ya aplikasi bagus dana mudah outsourcing swasta
"Maunya download ini untuk ganti kata sandi,taunya ribettt amat,gagal terossssss..tolong dong kita juga mau lho lapor SPT,tapi dipersulit seperti ini kan jadinya males ya",1,Negative,mau download ganti sanditaunya ribettt amatgagal terosssssstolong lho lapor spttapi sulit males ya
"Udah disuruh bayar pajak, disuruh ngurus administrasi sendiri, masih sistemnya ribet e polll. Ampun dah",1,Negative,udah suruh bayar pajak suruh ngurus administrasi sistem ribet e polll ampun dah
"Untuk kelebihannya itu ialah 1. Memudahkan masyarakat dalam membayar pajak 2. Masyarakat dapat menghemat waktu dan biaya tranfortasi 3. Aplikasi ini dapat memberitahu kepada pengguna tentang tanggal tempo pembayaran pajak. Untuk kekurangannya ialah 1. Aplikasi ini rentan terhadap masalah kegagalan sistem, mengganggu pengguna dalam proses pembayaran pajak. 2. Keterbatasan dalam hal fitur 3. Keterbatasan dalam mengakses aplikasi m-pajak",3,Neutral,lebih mudah masyarakat bayar pajak masyarakat hemat biaya tranfortasi aplikasi memberitahu guna tanggal tempo bayar pajak kurang aplikasi rentan gagal sistem ganggu guna proses bayar pajak batas fitur batas akses aplikasi mpajak
sampah tidak bisa di gunakan,1,Negative,sampah
Habis dipake korupsi,1,Negative,habis dipake korupsi
"Cara dapatkan no efin susah, untuk identitas sudah benar",1,Negative,dapat no efin susah identitas
"Lupa efiin,dmnt memasukan data dngan lengkap,stlah ngisi dengan lengkap sesuai KTP Tp verifikasi data gagal melulu",1,Negative,lupa efiindmnt pasu data dngan lengkapstlah ngisi lengkap sesuai ktp tp verifikasi data gagal melulu
"Masuk saja susah banget, sampe 3 kali ga bisa, app belum beres jangan dilaunching dong, langsung uninstall",1,Negative,masuk susah banget sampe kali app beres dilaunching langsung uninstall
Sistemnya sangat buruk,1,Negative,sistem buruk
"Susah banget daftar npwp doang, axis kgk bisa di buat otp lg, trus mslh otp kgk masukÂ² sumpah suaah bner mo bikin npwp doang",1,Negative,susah banget daftar npwp doang axis kgk otp lg trus mslh otp kgk masuk sumpah suaah bner mo bikin npwp doang
Kenyang ya kalian,1,Negative,kenyang ya
"bukannya semakin terbantu malah nyusahin, sekelas negara bikin apk kurang baik. Ini no sama passnya udh bener gaa bisa login",1,Negative,bantu nyusahin kelas negara bikin apk no passnya udh bener gaa login
"Gw daftar npwp lewat situs web, tapi pas mau bikin, malah dipersulit, karena harus pake pekerjaanlah, usaha lah, dan tektek bengek! Kalo dipersulir gini, gimana mau bikinnya lah bgg",1,Negative,gw daftar npwp situs web pas bikin sulit pake kerja usaha tektek bengek kalo dipersulir gin gimana bikin bgg
"Jujur saja saya download aplikasi ini cuma ingin ngasih keluhan, bahwa bikin NPWP online sangat lah menyulitkan saya sudh seminggu ttp tidak bisa masih mentok di dashboard, bukan nya di permudah tapi di persulit dengan sistemnya yang ga jelas, pulsa saya habis 5000 buat validasi OTP tapi tetap tidak bisa, tolonglah gunakan uang pajak kami semua buat perbaiki sistem kalian yang ga jelas itu.",1,Negative,jujur download aplikasi ngasih keluh bikin npwp online sulit sudh minggu ttp mentok dashboard nya mudah sulit sistem pulsa habis validasi otp tolong uang pajak baik sistem
Payah validasi OTP aja gk bisa bisa ... Udah seharian nyoba tetep aja gagal ...,1,Negative,payah validasi otp udah hari nyoba tetep gagal
"Setiap login sllu yg muncul ""data gagal atau belum terdaftar"" pdhl kalo cek NPWP sllu valid status nya, dan sudah aktif, NPWP jg sudah kluar brti kan uda valid data2 nya sewktu daftar,, bingung saya gmn cara nya mau login aja gak bisaÂ²... solusi nya apa nih?? Buat aplikasi doang gak ada solusi nya nih",2,Negative,login sllu muncul data gagal daftar pdhl kalo cek npwp sllu valid status nya aktif npwp jg kluar brti uda valid data nya sewktu daftar bingung gmn nya login gak solusi nya nih aplikasi doang gak solusi nya nih
"Konyol, di website error data server tidak bisa save, disini masuk harus pake npwp, aneh. Makanya yang korup2 dikurangin, masa website ga beres semua",1,Negative,konyol website error data server save masuk pake npwp aneh korup rangin website beres
Aplikkasi bapuk,1,Negative,aplikkasi bapuk
"Ni siapa si yg bikin app jelek amad, baru download malah gabisa di buka.",1,Negative,ni si bikin app jelek amad download gabisa buka
baru nyoba dibuka aplikasi Error,1,Negative,nyoba buka aplikasi error
"Aplilasi tidak berguna di android 7.0 ke bawah, hanya bikin sampah.",1,Negative,aplilasi guna android bikin sampah
"Aplikasi selalu error, niat engga sih buat Aplikasi??",1,Negative,aplikasi error niat engga sih aplikasi
Gak bisa di buka aplikasinya Critical Error Occured !!! Apaaaanini,1,Negative,gak buka aplikasi critical error occured apaaaanini
"Bagaiamana perasaanmu jika uang pajak yg kita bayarkan di korupsi & di hambur2kan oleh oknum pejabat & wakil rakyat yg kau pilih, & selalu terulang. Dan disaat yg sama banyak rakyatnya yg hidup dibawah garis kemiskinan. Sungguh tragis !!!",1,Negative,bagaiamana asa uang pajak bayar korupsi hambur oknum jabat wakil rakyat kau pilih ulang saat rakyat hidup bawah garis miskin sungguh tragis
Aplikasi ga berguna,1,Negative,aplikasi guna
"Aplikasi pemerintah kayak gini? Korupsinya aja banyak tapi buat app gak becus, namanya mobile app harusnya praktis bukan ribet, sekarang g bisa diakses pula,,, parah",1,Negative,aplikasi perintah kayak gin korupsi app gak becus nama mobile app praktis ribet g akses parah
"Gak bisa di pake kebanyakan di korupsi duitnya . Selamat datang di aplikasi sarang tikus, menyediakan tikus berdasi dengan slogan "" orang baik bayar pajak """,1,Negative,gak pake banyak korupsi duit selamat aplikasi sarang tikus sedia tikus das slogan orang bayar pajak
Josssssss,5,Positive,josssssss
Ora jls,1,Negative,ora jls
Aplikasi tidak bisa di buka eror,1,Negative,aplikasi buka eror
Nyampah doang gak bisa di buka,1,Negative,nyampah doang gak buka
fatal error JS function. malu malu woy,1,Negative,fatal error js function malu malu woy
Baik,5,Positive,
Korupsi mulu si sistemnya jdnya lemot,1,Negative,korupsi mulu si sistem jdnya lot
"Sekelas kementerian aplikasi sama situs nya payah mau daftar bayar pajak buat negara aja susah nya minta ampun, padahal anggaran buat beginian gede, kalah sama situs judi bikin akun nya detikan jadi",1,Negative,kelas menteri aplikasi situs nya payah daftar bayar pajak negara susah nya ampun anggar gede kalah situs judi bikin akun nya detik
Ribet mesti isi nomer efin,1,Negative,ribet mesti isi nomer efin
"Sistem burukkk sekali, daftar pulsa kepotong ga bisa registrasi tahap 2",1,Negative,sistem burukkk daftar pulsa potong registrasi tahap
Bagus,5,Positive,bagus
1 bintang aja,1,Negative,bintang
"Sudah sesuai npwp sesuai ktp tetap di coba berapa kali pun sama, VERIFIKASI GAGAL. SISTEM YANG ANEH",1,Negative,sesuai npwp sesuai ktp coba kali verifikasi gagal sistem aneh
"Nih orang pegawai pajak. Orangnya laknat semua gajih sm tunjangan nya gede2. Tp apk nya bobrok. Sya mau bikin npwp bukan mau korupsi,ribet nya minta ampun.",1,Negative,nih orang pegawai pajak orang laknat gajih sm tunjang nya gede tp apk nya bobrok sya bikin npwp korupsiribet nya ampun
Ok,4,Positive,ok
"Kocak langkah 2 pendaftaran tidak bisa, developer pemerintah gini yaa",1,Negative,kocak langkah daftar developer perintah gin yaa
Nggk bisa kebuka.. payah...,1,Negative,nggk buka payah
Aplikasi yg sangat jelek,1,Negative,aplikasi jelek
Tolong pegawai pajak untuk memperbaiki sistem aplikasi maupun administrasinya agar lebih efisien. Kalau sudah diperbaiki & jadi lebih baik saya bintang 5.,1,Negative,tolong pegawai pajak baik sistem aplikasi administrasi efisien baik bintang
"Tampilan elit, ngurus apa-apa syulit",1,Negative,tampil elit ngurus apaapa syulit
Kenapa capcha nya salah mulu,1,Negative,capcha nya salah mulu
"Kenapa ini?? Mau login aja gabisa :( terus ajaaaa username pasword salah!! Pdhl udh ada email kl npwp udh jadi, username otomatis keubah sndiri tp pas kupake malah gabisa :(((((( gmn cara bayar pajaknya dong",1,Negative,login gabisa ajaaaa username pasword salah pdhl udh email kl npwp udh username otomatis ubah sndiri tp pas kupake gabisa gmn bayar pajak
ga di website ga di apk nya sama sama aneh.,2,Negative,website apk nya aneh
Aplikasi tolol gagal mulu dongo. Pemerintah korup mulu idopt,1,Negative,aplikasi tolol gagal mulu dongo perintah korup mulu idopt
Apk paling buruk yang pernah aku temui,1,Negative,apk buruk temu
Ok,5,Positive,ok
"Aplikasi sampah, daftar sulit. Sebenernya yg bikin ini mau kaya apa tidak, klo mau kaya tolong dipermudah .",1,Negative,aplikasi sampah daftar sulit sebenernya bikin kaya klo kaya tolong mudah
rumit,4,Positive,rumit
Erroran,1,Negative,erroran
Susah bgt deh pokok nya,1,Negative,susah banget deh pokok nya
Luar biasa,5,Positive,
"kocak, aplikasi buat pajak crash force close. pajak masyarakat gunakan lah buat perbaikan penyempurnaan pelayanan masyarakat. kita masyarakat wajib bayar pajak, tapi aplikasi nya begini??? ga bisa dipake.",1,Negative,kocak aplikasi pajak crash force close pajak masyarakat baik sempurna layan masyarakat masyarakat wajib bayar pajak aplikasi nya dipake
Mantap cuman belum lengkap,5,Positive,mantap cuman lengkap
Mantap,5,Positive,mantap
Kurang praktis,2,Negative,praktis
"A. Pengambilan EFIN harus datang sendiri ke KPP asal. 1. Apa dikiranya semua KPP itu mudah dijangkau, terutama bagi rakyat pedalaman dengan kondisi jalanan hancur, yang KPP terdekatnya berada di ibukota kabupaten lain? Contoh: Rakyat kabupaten Landak, Kalbar, harus ke KPP Sanggau. 2. Apa dikiranya semua orang punya waktu untuk datang sendiri ke KPP asal? Contoh: Warga Kulonprogo, DIY, pindah domisili jadi warga Kab. Bandung, Jabar, dan belum ada waktu pulkam bertahun-tahun. B. Kerja 2x",1,Negative,a ambil efin kpp kira kpp mudah jangkau rakyat dalam kondisi jalan hancur kpp dekat ibukota kabupaten contoh rakyat kabupaten landak kalbar kpp sanggau kira orang kpp contoh warga kulonprogo diy pindah domisili warga kab bandung jabar pulkam bertahuntahun b kerja x
Masuk akun tidak bisa,1,Negative,masuk akun
"Aplikasi rusak,nyusahin aja",1,Negative,aplikasi rusaknyusahin
Sangat bermanfaat,5,Positive,manfaat
APLIKASI CACAT.... BUKAN MEMPERMUDAH MALAH MEMPERSULIT....GK ADA GUNANYA DI DOWNLOAD.... EROR TERUS,1,Negative,aplikasi cacat mudah mempersulitgk guna download eror
ok,5,Positive,ok
Best,5,Positive,best
Tolong di perbaiki saya mau minta efin gagal terus padahal jaringan lancar dan data juga udah bener,1,Negative,tolong baik efin gagal jaring lancar data udah bener
BenerÂ² ga jelas sistemnya,1,Negative,bener sistem
Mantap,4,Positive,mantap
Sangat memuaskan,5,Positive,muas
"Gak usah d instal, apikasi merepotkan pengguna, terlalu banyak isian, sistem pencarian yg payah, pokokx aplikasi yg menyebalkan, bikin esmosi jiwað¤£ð¤£ð¤£ð¤£ððð",1,Negative,gak d instal apikasi repot guna isi sistem cari payah pokokx aplikasi sebal bikin esmosi jiwa
Saya sudah daftar tapi ketika validasi formulir nik & KK keterangan bahwa sudah terdaftar gimana solusinya,2,Negative,daftar validasi formulir nik kk terang daftar gimana solusi
Aplikasi terbodoh yg ada di indonesia,1,Negative,aplikasi bodoh indonesia
"Min mau tanya cara tahu nomor efin gmn,? klupaan",5,Positive,min nomor efin gmn klupaan
"Gak berguna, data nik diambil, tp verif gagal",1,Negative,gak guna data nik ambil tp verif gagal
Gajelas ga bisa klik daftar,1,Negative,gajelas klik daftar
"Sistem dibuat bukannya untuk mempermudah bukan?, ini apa? Kita untuk daftar npwp harur klik satu persatu yang berjumlah 83.762 entry untuk mencari nama desa kecmatan dan kabupaten, seharus nya kalian itu kan manusiaÂ² yang berakal, buatlah sarana yang mempermudah lagi, bukan mempersulit.",1,Negative,sistem mudah daftar npwp harur klik satu entry cari nama desa kecmatan kabupaten harus nya manusia akal buat sarana mudah sulit
"Aplikasinya konyol, bayar pajak dipersulit tapi dipaksa bayar,,, JANGAN DIKORUP TERUS LAH WAHAI PEJABAT",1,Negative,aplikasi konyol bayar pajak sulit paksa bayar korup jabat
Semoga bisa ditambahkan fitur e-SPT PPh 23. Agar ga pindah pindah aplikasi. Satu aplikasi untuk akses semuanya.,3,Neutral,moga fitur espt pph pindah pindah aplikasi aplikasi akses
Sulit banget daftar NPWP online di DJP online,5,Positive,sulit banget daftar npwp online djp online
"login daftar dulu, utk daftar harus registrasi dlu, msukan no npwp dan efin.. nah efin nya mesti ke KPP. lah.. mudah sekali kan.",1,Negative,login daftar utk daftar registrasi dlu msukan no npwp efin efin nya mesti kpp mudah
"Terima kasih! Sangat memudahkan untuk lapor pajak secara online, meskipun awalnya bingung-bingung, tapi akhirnya berhasil juga ð Satu dari 10 aplikasi pemerintah yang sangat membantu masyarakat sadar pajak ððð",5,Positive,terima kasih mudah lapor pajak online bingungbingung hasil aplikasi perintah bantu masyarakat sadar pajak
"Sandi lupa aja dipersulit tolong perbaiki lagiiiiii, pake efin efin ga muncul di Gmail terus cari dimana -_",1,Negative,sandi lupa sulit tolong baik lagiiiiii pake efin efin muncul gmail cari mana
ðTop,5,Positive,top
Payah,1,Negative,payah
Njelimet. Bertele tele.,1,Negative,njelimet tele tele
"Aplikasi nya ribet diluar nalar, pegawai pajak korup. nagih pajak elit laporan pajak sulit",1,Negative,aplikasi nya ribet luar nalar pegawai pajak korup nagih pajak elit lapor pajak sulit
Aplikasi gak bergunaaaa,1,Negative,aplikasi gak bergunaaaa
Best,5,Positive,best
Mau daftar NPWP lelet sekali,1,Negative,daftar npwp lelet
"minta lupa efin , uda isi data semua lengkap ,foto diri juga tapi ga bisa gagal,GAK JELAS BUAT APLIKASI.",1,Negative,lupa efin uda isi data lengkap foto gagalgak aplikasi
Mantap,5,Positive,mantap
Aplikasi yang di olah sama pemerintah ga ada yang bener. Kerjanya ga ada yang becus payahhbb,1,Negative,aplikasi olah perintah bener kerja becus payahhbb
Gini amat dah aplikasinya,1,Negative,gin dah aplikasi
Sangat baik,5,Positive,
", SD a ay ccxxxx by vgax",4,Positive,sd a ay ccxxxx by vgax
kenapa verifikasi selalu gagal?,1,Negative,verifikasi gagal
Alhamdulillah sangat membantu.,5,Positive,alhamdulillah bantu
Sagat membantu,5,Positive,sagat bantu
