text;rating;sentiment
situs lemot, lama terbuka walau pakai jaringan wifi kuat, 2. cs/pengaduan/chat/gmail semuanya lemot balasnya kayak gak ada orang sama sekali, dikatain kotor ya gak respon wkwk;1;Negative
OTP sangat lambat, mohon diperbaiki server kunonya;2;Negative
Gimana sih mau live cht eror. Terus. Mau buat nvwp di chrom kode dari gmail ngk dikirm dikirm nya lama skli orang butuh kapan dikirim kapan. Ngk update bnget sih nyusahin;1;Negative
Aolikasi sulit di akses.?abal2;2;Negative
Aplikasi ga guna..;1;Negative
Gak guna smua menu yg biasa hilang;1;Negative
Minta verifikasi lewat email masuknya 7 jam berikutnya, minta verifikasi lewat sms nda masuk²... Pakai sisanya nda bisa, apa coba.. gimana mau lapor pajak;1;Negative
Bagus sekali aplikasi ini;5;Positive
bug nya perbaiki;2;Negative
Membingungkan, mau lapor pajak tidak ada menunya;1;Negative
Kode OTP ga muncul muncul;1;Negative
dimana mana aplikasi pemerintah kagak pernah bener, programmernya suruh belajar lagi wkwkwkwkw;1;Negative
Minta kode aja lama banget harus nunggu berjam;1;Negative
Aplikasi bodok;1;Negative
Mau login di kirim kode verifikasi 2 langkah ke email kita yang terdaftar. Tapi,kodenya akan masuk ke email setelah berjam-jam nunggunya.;1;Negative
Berbenah diri.uda banyak keluhan.masih juga nggak dibenerin. Permasalahannya kode verifikasi. Masyarakat uda mau melapor tapi kok tidak dimudahkan .;1;Negative
Kenapa pelaporan harus mandiri? Udh aja otomatis pak kendala aplikasinya error mulu tiap pelaporan, mohon sistemnya pelaporan secara otomatis saja karena mempersulit jatuhnya kan tiap bulan pajak ada data toh pastinya yang disimpan sekelas pemerintah ini masa harus ada pelaporan lagi, apalagi ini web dan aplikasi sering error tiap tahun karena penggunaan overload;1;Negative
Gua lupa efin suruh download aplikasi m pajak pas bagian verivikasi email gak dikasih, dikasih udah stngah jam kan tololl;1;Negative
Mau maklum. Tapi ini punya pemerinyahan. Gimana gak konyol mau masuk aplikasi nya aja harus ferifikasi. lewat email susahnya minta ampum sudah 5.jam belum.dapat email verifikasi..;1;Negative
Aplikasi berat, entah android / web;1;Negative
Mau lapor pajak kok repot amat ya, 2 jam nunggu kode Verifikasi, dari email, sms, gak muncul2. App payah;1;Negative
Malah ga bisa login.. bertahun-tahun lapor SPT baru kali ini ga bisa login;1;Negative
"Aplikasi Lemot, mint Kode Verifikasi aja muter"" dan lama udh nyoba dr 3 Hari lalu masih aja bgtu. Klo dtng ke Kantor nya bilang ""bisa lewat aplikasi"" aplikasinya aja bgni. Zaman udh canggih tp hal ug berhubungan dengan aplikasi pemerintah slalu lemot dan lama.";1;Negative
Aplikasi nyusahin doang;1;Negative
Kode verifikasi tidak ada di email saat mau kirim SPT. Mau lapor pajak aja sesulit ini.;1;Negative
Bintang 1 yg mungkin banyak di play store;1;Negative
Aplikasinya jelek , otp nya gak masuk ke email;1;Negative
Verifikasi email gak masuk masuk wkwkww mau bayar pajak aja susah;1;Negative
Lambat banget pelayannya, nunggu verifikasi saja harus berjam-jam;1;Negative
Kode verif dikirimnya via kantor pos apa gmana? udh sebulan nih ngak masuk-masuk email, kurirnya nyasar? kirim kode verif lewat nomor hp atau email ngk ada yang nyampe;1;Negative
Jangan ragu download aplikasi M pajak,yg lagi cari EFIN ,,asal hp android anda ada kapasitas mantap..langsung keluar EFIN lewat email yg terdaftar;5;Positive
Menyesal saya install. Nggak bisa buat lapor SPT. Uninstall endingnya.;1;Negative
kesabaran saya dah habis:);1;Negative
Tadinya dah berburuk sangka rating nya jelek mau download ragu tapi pas dicoba bisa cepet malah. Gak seribet atau seproblematik yang orang2 ulas sebelumnya, mungkin udah ada perbaikan yaa, semoga terus upgrade biar masyarakat gak ngeluh;4;Positive
Setelah liat rating y jelek ternyata benar , daptar pajak susah y minta ampun , gimana orang mau taat bayar pajak;2;Negative
Kesini pengen daftar NPWP online, web ereg.pajak.go.id error. Web pemerintah duitnya banyak org IT kosong semua, kadang lebih percaya nyerahin data Ama google di banding pemerintah sendiri. Karena hampir semua web pemerintah rasanya becanda semua isinya, ngak ada yg bener;1;Negative
"Aplikasi gk berguna, Development gimana sih, sudah ada aplikasi, Tapi untuk registrasi pake NPWP pake efin,untuk mendapatkan efin harus ke kantor pajak/kirim email,, Pertahankan prinsip : ""Kalo ada yg ribet kenapa harus dibikin gampang..??""";1;Negative
Pajak masuk negara kuat;5;Positive
apk apa ini cok, login aja gabisa;1;Negative
Aplikasi tidak berguna Fitur live chat bohongan, asik eror terus Mau daftar aja susah;1;Negative
sangat membantu;5;Positive
Jujur, layanan pajak saat ini semakin susah, web utama coretax menghilangkan beberapa menu ereg dulu, padahal menu cek npwp juga penting tapi coretax belum memfasilitasi, ngurus efin lewat sini juga bingung soalnya nomer npwp aja nggak tau gimana ngurusnya kalau nggak ada menu buat cek nomer npwp nya;1;Negative
Udh bayar. Mala di suru bikin buat laporan yg sangat ribet sekali,apk berat gak mendukung,harusnya pemerintah ngasih laporan ke kita bukhti pembayaran,karn langsung motong dari gajian,bukan kitanya bikin laporan..... semua di bikin ribet;1;Negative
gak berguna;1;Negative
Kok gak bisa minta kode billing ny ,selalu eror;1;Negative
Developer gak jelas apk macam apa ini;1;Negative
Kapan negeri ini maju aplikasi negara ja GK jelas;1;Negative
Sangat buruk;1;Negative
Aplikasi tidak brmanpaat susah d akses;1;Negative
Heran sy sdh ada aplikasi tp mengapa kl mau laporan masih harus lewat google/crome, Kl effin lupa tdk ada solusi mudahnya untuk memdapatkan effin. Aplikasi terlalu ribet Mau laporan saja ribet bgt. Tolong perbaiki agar rakyat lebih mudah untuk laporan. Trima kasih🙏;1;Negative
Parah d persulit;1;Negative
sistem gak jelas!!!! tahun kemarin laporan SPT gak ribet, alamat email dan nomer HP aman. sekarang alamat email yg sudah terdaftar malah gak ada, yg nongol malah alamat email yg lain, sama juga nomor HP bener, nomor npwp bener, NIK bener, TETAP AJA SALAH!!!! aplikasi gak guna!!!;1;Negative
Apk gak jelas , kalau lewat webnya bisa masuk tapi kalau lewat apk sulit malah sering gagal;1;Negative
Jelek aplikasinya, tiap mau masukin otp atau verifikasi data by email selalu balik lagi ke menu awal;1;Negative
Ora iso mlebu..;1;Negative
App.y jelek masa lupa epin selalu salah identitas;2;Negative
Sudah bagus ada aplikasi DJP online, tapi sayang tdk bisa untuk laporan SPT Tahunan.;4;Positive
Terima kasih;5;Positive
tidak bisa daftar pajak online aplikasi tidak berguna'''':'::::;1;Negative
19 Februari 2025 server down !!!;1;Negative
Cepat dan mudah;5;Positive
gak guna. mau bayar pajak aja susah bnget. giliran telat cepet banget respon nya. mending gak usah bnyar lah...;1;Negative
Sangat membantu;5;Positive
Cepat mudah.. Hitungan detik efin langsung terkirim... Mantap aplikasinya.;5;Positive
Aplikasi gk guna buat apa buat aplikasi, kalo lapornya lewat web,;1;Negative
Gangguan terus app gk guna;1;Negative
Susahhhhhh;1;Negative
Pas liat ulasan dan rating sempet bikin overthinking krn aku lupa EFIN tapi akhirnya tetep coba download ternyata aplikasinya gak seburuk yg ditulis di ulasan. Mudah & lancar pas digunakan cepet juga dapetin EFIN-nya & langsung dikirim ke email. Tingkatkan terus & semoga semakin baik aplikasinya supaya orang² makin mudah menggunakannya. Terima kasih;5;Positive
aplikasi keluar terus, gak jelas..!!!;1;Negative
Pelayanan lambat;1;Negative
Jelek;1;Negative
Ok;5;Positive
Aplikasi sampah;1;Negative
server murah ya bang pejabat ? akun udah bner pasword udah bener kagak bisa login, anggaran doang gede, kocak.;1;Negative
Kecewa;1;Negative
Untuk lupa sandi perlu EFIN, tapi kalau ternyata email pemulihan sandi gak sesuai dengan email saat mendaftar ya gak kelar juga urusan, makin repot jadinya. Link reset password nya dikirim ke email yg saya gak pernah lihat sebelumnya, ntah dimana salahnya 😭😭;1;Negative
email saya kok g sesuai email yg tertera di pajak.aneh;1;Negative
Alhamdulillah aplikasi ini sangat membantu bgt tidak sampai 5menit sudah dapet efin;5;Positive
Gak bisa login;1;Negative
Sangat membantu untuk lebih mudah pengisiann nya;5;Positive
Good job, sangat membantu;5;Positive
Bug nggak bisa di next sama sekali;1;Negative
Aplikasi penipuan;1;Negative
Aplikasi yg banyak korupsinya daripada hasilnya emang ga berguna;1;Negative
Apk sampah, tidak berguna, lebih baik hapus saja dari pada mempersilit lapor pajak.;1;Negative
Aplikasi dibiayai mahal kok gini amat, ga lengkap, ga bisa apa2, lupa pasword pun ga ada,. Seburuk inikah aplikasi pemerintah;1;Negative
Permohonan lupa Efin selalu gagal, walaupun email dan yang lainnya benar. Mohon tingkatkan lagi pelayanan dalam aplikasi atau perbaiki aplikasi;1;Negative
Ini gimana cara daftarnya weyyyy, sedangkan ga ada pilihan mendaftar nyaaaaaaa;3;Neutral
ribet;1;Negative
mau lapor pajak lupa efin, mohon petunjuk;2;Negative
Lemot;1;Negative
aplikasi sangat tidak berguna pengajuan lupa efin selalu sistem gangguan dan live chat ya selalu sibuk dan tidak ada respon sama sekali aplikasi sangat tidak berguna mending di hapus aja;1;Negative
Aplikasi yang sangat tidak membantu. Tolong ditingkatkan lagi demi kemudahan dalam mengakses.;1;Negative
Good apk;5;Positive
Hemat sangat;5;Positive
Semua cdata sudah terisi dengan benar tetapi tetap dikatakan NIK tidak sesuai, bingung jadinya mau masukkan NIK siapa lagi, NIK saya cuma 1.;2;Negative
Pelayanan minusss....;1;Negative
Ampas banget;1;Negative
Aplikasi sampah !!! ga guna;1;Negative
Apk dari pemerintah kembali ya ke pemerintah dibikin biar mudah warganya lapor malah nyusahin amat masuk apk, gokil luh;2;Negative
Aplikasi korup banyak bug;1;Negative
Maaf Min, ini kenapa tahunnya jadi mundur. Saya bikin kode billing dengan tahun 2025 tidak bisa. Lalu saya coba 2024, kode billing bisa muncul. Mau saya bayar pajaknya, tapi saya ragu. Padahal ini sudah tahun 2025. Untuk aplikasi, ini mudah dan simpel untuk digunakan, lalu kode billing bisa disalin. Tidak seperti di website. Yah intinya sudah bagus.;3;Neutral
Masih banyak bug Saya lupa efin selesai semua ,tingal pilihan otp atau email ,malah gak ada tombol buat kirim dll;1;Negative
Liked;5;Positive
Akhirnya bisa dapat EFiN..;5;Positive
Makasih Gak perlu lagi minta efin ke kantor pajak karena disinipun bisa dah saya buktikan mgkin yg gk bisa kurang literasi;4;Positive
Mantap.;5;Positive
Duit dikorupsi mulu pelayanan publik ga peningkatan;1;Negative
Nyusahin banget;1;Negative
Gak bisa diakses dikarenakan gak bisa masukin no NPWP sesuai nik,no NPWP kurang satu gak bisa harusnya 16 digit,ini yg bisa cma 15 digit;1;Negative
Aplkasi pemerintahan tapi kaya taikkkkk Percuma ada pilihan livechat tpi yg bls bott..mutar muter kaga jelas.. Reset pswd aja kaga ada kejelasan;1;Negative
Can't log in after going to the tax office to make a NPWP, making things difficult for someone like this can make them lazy to deal with it, please develop it further in the future to make it better;1;Negative
"Daftar NPWP online susah banget ya sampek abis pulsa 25k erorr"" Bae";1;Negative
Aplikasi gak guna;1;Negative
wah awalnya baca komen jadi ragu sama aplikasinya, tp ttp optimis utk coba, ga sampai 10 menit lgsg dikirim ke email efin nyaa, huhu sgt mmbntuuu😭😭😭🙏🙏;5;Positive
Ngapain bikin aplikasi kalo ujung ujungnya ga fungsi, ga jelas emang.;1;Negative
ok;5;Positive
Ternyata gak cuma aku yg gak bisa verifikasi sms dan email. Malah disuruh kekantor untuk minta kode efin, enak bener nyuruh kekantor, dulu aku daftarnya online, jadi aku maunya online aja,, katanya telat lapor kena denda, tapi bukan gak mau lapor tapi di persulit. Klok pas daftar aja lancar,, giliran minta kode efin buat laporan malah gak bisa. Kerja yg bagus benahi apk nya.;1;Negative
KALO BERFUNGSI DENGAN BAIK DAN BENAR, BUKAN APLIKASI PEMERINTAH NAMANYA, APLIKASI PEMERINTAH WAJIB SAMPAH KEK GINI YA?;1;Negative
Gagal terus dalam pembuatan E billing;1;Negative
Aplikasi gak mutu gak bisa buat. Daftar Anggaran aplikasi besar buat di korupsi;1;Negative
Aplikasi negara kok gini amat susahnya;1;Negative
Tidak ada pilihan lupa sandi. Sudah pernah masuk suruh log in lagi, sudah lupa password g bisa masuk lagi.;1;Negative
Aplikasi gak guna gak bsa buat lapor SPT tahunan, lola lg;1;Negative
Kode Verifikasinya lama banget masuk kita udh close aplikasi nya baru satu jam kemudian terimak kode verifikasi. Kekurangan SDM apa DJP;1;Negative
Lelet;1;Negative
dari tadi udah masukin verifikasi salah mulu, ini sih akibat kalo mau buka aplikasi pajak harus login dulu. tapi tidak dibarengi dengan konfirmasi jelas dan manajemen buruk;1;Negative
Ini apaan minta efin kok gangguan mulu mau bayar pajak gini amat, live chat gak ada fungsi dari pagi sampe sore gk bsa terbuka... Sy yg mau bayar di persulit pula gokil. Kurang dana kah??? Sampe perbaikan aplikasi dan layanan gk bisa;1;Negative
kasih 3 dlu ya;3;Neutral
Mantap. Sangat berguna.;5;Positive
Sangat bagus;5;Positive
Cacat;1;Negative
Aplikasi morotin duit, mau taat pajak aja susah apalagi mau minjem duit....paraaaaaaaaahhhhhhh;1;Negative
Buruk tak bisa mendaftar disini g ada kolom pendaftaran , Pekook;1;Negative
Aplikasi yang bikin orang paling tolol sedunia di suruh login tapi gak ada menu register parahmen;1;Negative
dah lah gak bisa berkata kata, intinya apk ampasss;1;Negative
Ok;5;Positive
Nomer NPWP sudah sesuai,efin sudah berhasil diperbaharui,tapi buat login keterangan selalu erorr sistem...hihhh... aplikasi kurang bermanfaat;1;Negative
Kacau ini mah, verifikasi nya ga bisa,udah lama nungguin kirain alamat nya yg salah,eh ternyata sistem nya begini, waduh kacau;1;Negative
Baik;5;Positive
Aplikasi dengan anggaran 1,3 m tapi error;1;Negative
Aplikasi gak jelas;1;Negative
Bagus;4;Positive
Adohh mau lapor pajak saja ribetnya minta ampun.. sdh susah masuk, mau login masukin kata sandi salah terus gimana sebenarnya aplikasi ini berfungsi gk sih..?;1;Negative
Aplikasi gk guna;1;Negative
Semisal di percepat respon nya... Penerimaan negara pasti naek... Sistm nya tolong dunk... Cuman muser doang... Live chat nya juga nggk fungsi.. Tiba2 end sendiri... Belum juga tnya..;1;Negative
Yang bayar pajak nya rakyat,,mau itu terpaksa atau sukarela, anehnya yg harus lapor pajak rakyatnya juga Harusnya kan dirjen pajak yg harus lapor ke rakyat,dipake buat apa aja itu uang rakyat dari pajak ?;1;Negative
lah ini aplikasi ga bisa di dowload knp ya..masa perpajakan aplikasi gini si;1;Negative
Dimana di dapatkan kode Efin pajak?;5;Positive
Masa mau masukin tanggal lahir malah gak ada angka 12 nya sih;1;Negative
Belum pantas di publish;1;Negative
Aplikasi yang dibuat pemerintah kenapa sih selalu jelek dan bukan memberi solusi tapi semakin memperumit hidup. Kesel banget enggak aplikasi ini enggak aplikasi sebelah juga yang ujung-ujungnya dibuat muter-muter.;1;Negative
kalau kasih kode Verifikasi jangan lama-lama, jadinya kedaluwarsa. Jangan makan gaji buta APBN aja;1;Negative
Ini aplikasi sudah brp kali saya coba verifikasi/emai tidak tidak bisa aplikasi payah;1;Negative
Aplikasi gak guna. Mau log in ja sush. Nunggu e-mail, giliran buka e-mail. Mlah ngulang lagi dari awal. Terus aja gak kelar2.;1;Negative
Ranting 3 sangat bagus dan oke 🤭;3;Neutral
Burukkkkkk............mau login padahal password yg lama aja masih bisa pakai...lah ini udah di suruh update lagi malah gak bisa masuk2.....ribetttt;1;Negative
Aplikasi gk berguna;1;Negative
Website/aplikasi pemerintah memang selalu ampas. Anggaran besar, hasil kerja konyol;1;Negative
mantap aplikasi;5;Positive
semua yg berhubungan dengan instansi pemerintah lemot baik website atau aplikasi nya mau lapor pajak saja dipersulit harusnya buat aplikasi yg simple dan mudah di mengerti serta responsif;1;Negative
SEMUA MENU SUDAH KADALUWARSA..PERCUMA ADA MENU GA BERGUNA ..APLIKASI SPAM;1;Negative
Di tingkatkan lagi;4;Positive
Sungguh memuakkan. Sekedar untuk mengecek NO Npwp ataupun membuat Npwp sangat susah. Aku benci;1;Negative
Ribettt;1;Negative
Sial... Menunya sedikit. Tidak sama punya teman;1;Negative
Sudah berapa banyak Rupiah masyarakat terbuang sia² di aplikasi ini. Useless. Untuk biaya sms verifikasi saja masih dibebankan kepada user. Sementara user bayar pajak.;1;Negative
Perbaiki server nya dulu lah;1;Negative
apk payah sulit banget buat ACC aja;1;Negative
Ok;5;Positive
"Minta tolong berbagi informasi, ada yang cht mengatas namakan dpj bahwa saya mendapatkan bantuan UMKM, contoh cht WA ""Dengan hormat, Kami ingin menginformasikan bahwa Anda terdaftar sebagai penerima Bantuan Langsung Tunai (BLT) UMKM dari Kementerian Koperasi Dan Direktorat Jenderal Pajak. Setelah informasi data diri lanjut dengan cht WA Kementerian Koperasi dan UKM memberikan BLT UMKM dengan dana berjumlah Rp. 7.200.000 yang sasarannya para pengusaha mikro yang akan direalisasikan di bulan 2";3;Neutral
mau daftar tp di menu nya di mana?;1;Negative
Aplikasi dan webset pemerintah kaya gini? Parah, ga guna banget Mau daftar aja susah;1;Negative
mau laporan pajak, lupa password, ribet, lupa efin, by aplikasi, gk bisa, live agent sibuk terus, by phone, sibuk agent nya, gk bayar pajak d kejar, di denda, mau laporan, d persulit, ribet amat.;1;Negative
APLIKASI SAMPAH.. LUPA PASSWORD UDAH NGIKUTIN LANGKAH2 VERIFIKASI GMAIL GA MUNCUL;1;Negative
Kenapa kode verifikasi OTP susah masuk nya padahal saya mau daftar aneh banget.;1;Negative
Aplikasi Penipuan;1;Negative
Gblok;1;Negative
Apkasi bodong kebanyakan dikorupsi nih aplkasi nya;1;Negative
Tidak membantu;1;Negative
Kembalikan kotak centang lupa email,;1;Negative
Saya baru coba saja aplikasi ini, bagaimana cara untuk minta nomor efin yang dilupa;1;Negative
verifikasi gamasuk masuk aneh pake pulsa katanya harus ada pulsa ,tp pulsa banyak tetep lama ,pake email apa lahi berkali kali coba ga masuk masuk anehh;1;Negative
Alangkah baiknya lapor SPT bisa diaplikasi ini juga;3;Neutral
Sistem Error;1;Negative
Alhamdulillah.. Terimakasih, aplikasi ini sangat membantu saya untuk yang lupa EFIN.. Saya tidak perlu susah2 datang langsung k kantor pajak yg lumayan jauh dr rumah saya.. Sekali klik d aplikasi M-Pajak sudah dapat kembali no EFIN saya 🙏🙏🙏;5;Positive
Tidak bisa diakses;1;Negative
Formula ,bagai mana menganti nomor telpon yang terdaptar, tidak dapat nomor porpikasi;4;Positive
Untuk M-Pajak belum support npwp 16 digit ya? Saya mau buat efin harus isi npwp 15 digit😔,kalo sudah beres saya kasih bintang 5 dah. Tolong dibenerin ya mas mbak;3;Neutral
Ngk mobile ng webnya ngk offline kantornya sama sama susah;1;Negative
pemerintah sllu bikin aplikasi yg bikin rakyat mumet.. aplikasi bnyk error;1;Negative
Saya sudah berapa kali coba tetaapp salah teruss;1;Negative
Aplikasi gk jelas pasword sudah benar masih aja ngomong pasword salah gk jelas banget;1;Negative
Masuk aja susah, suruh masukin kode tapi gk dikirim ke email, sekelas aplikasi untuk negara kok kaya gtu;1;Negative
saya berikan 4 🔯 dulu karena baru awal saya pakai aplikasi ini;4;Positive
aplikasi gak gunaa.. percuma di download kalo lapor pajak aja tetep lewat google 👎👎👎;1;Negative
aplikasi tidak bisa terbuka;5;Positive
Bikin bangkrut warga indonesia;1;Negative
Gimana daftarnya;2;Negative
Apk gk guna,lupa efin aja ribiet nih apak;1;Negative
Bukan aplikasi resmi dari pemerintah ya kawan-kawan;1;Negative
mau minta nomer efin harus masukin npwp dan npwp sama dengan nik di ktp tetapi pengisian npwp di alpikasi harus 15 angka sedangkan nik terdiri dari 16 angka ini gimana pabowo;1;Negative
sulit login;5;Positive
Lelet, aplikasi apa ini. Kek mana rakyat mau taat lapor pajak, disuruh verifikasi² tapi kode ke email gak masuk² 🇲🇨🇲🇨🇲🇨🇲🇨;1;Negative
Aplikasi sampah;1;Negative
Tambah jelek;1;Negative
Aplikasi luemoottt ,,;1;Negative
Aplikasi M pajak sama website djp online nya ko sama sama sampah yah ? Susah banget buat log in;1;Negative
Banyak bug error, ribet, dikira bakal memudahkan ternyata engga.;1;Negative
Gak ada tombol efinnya weh;1;Negative
Minta efin muter muter doang, yang bener apa bikin aplikasi, masa kalah sama aplikasi bikinan swasta;1;Negative
lemot;1;Negative
Sangat membantu;5;Positive
pendaftaran susah, link gk bisa di akses;1;Negative
Aplikasi ga guna lol bgt;1;Negative
"Sayangnya, tiap kali jam kerja g bisa akses. Cuma muter"" aja.";2;Negative
Ngebug aplikasinya;1;Negative
Tidak membantu;1;Negative
Eror terus jadi horor;1;Negative
Mau masuk akun ajh susah. Benahi dulu apk ya dong.;1;Negative
Mohon diperhatikan khusus untuk aplikasi djp ini shg wajib pajak juga bisa tertib...;1;Negative
Kg jelas situ nya masa mau buat npwp link terlalu lambat respon bikin lama aja orang pengen buat NPWP, bikin ribet Bae;1;Negative
Ga web nya ga apk nya ga guna;1;Negative
Email yahoo g bs menerima email samaskali. Dan g bisa perubahan email. Terus verifikasi hrs pake pulsa terus brarti ini;1;Negative
Kebanyakan verifikasi, masuk nya mah ngga ngntod;1;Negative
Hati hati guys, saya coba tanya di kantor pajak langsung, katanya tidak ada aplikasi resmi dari direktorat pajak, jadi jangan mudah percaya guys;1;Negative
UDAH WEB GAJELAS, DI APK INI MALAH ANEH.. UANG MAU DI SETOR KE NEGARA AJA DIBUAT SUSAH, LEMBAGA KOCAK;1;Negative
Mengajukan lupa EFIN, sudah ngisi syarat2nya, katanya dikirim lewat email, tapi sampai sekarang nggak ada email masuk. Chat lewat Live Chat juga respon bertele2. Mau tertib kok susah amat.;1;Negative
Tidak berguna;1;Negative
Top;5;Positive
Gabisa daftar;1;Negative
Servernya offline gak ngirim code verifikasi;1;Negative
Keren aplikasi nya;1;Negative
pelayanan pajak prima dan praktis;5;Positive
Aplikasi tersusah di muka bumi ini.;1;Negative
aplikasi gak berguna anggaran besar tapi hasil nol mau login email malah ganti sendiri ke email lama padahal udah update verifikasi lewat no hp tri gak masuk2 smsnya parahh;1;Negative
Aplikasi tolol;1;Negative
Ok;5;Positive
Lupa password juga bingung harus gimana? Gak ada menu lupa password. Di website juga bingung. Harus ada kode EFIN. Kenapa org yg mau bayar pajak aja sulit ya 😂😂 wakanda emang bgini;1;Negative
Lupa efin Ndak bisa lewat sini Susah amat;1;Negative
Benar benar Parah;1;Negative
Aplikasi ga guna, lemotnya minta ampun;1;Negative
Coretaxnya gajelas cok, mau bayar pajak aja sulit.;1;Negative
Proses cepat, thanks;5;Positive
Aplikasi gak guna... gak bisa membatu apa-apa.... menu daftarnya aja gak ada....;1;Negative
Aplikasi tidak bekerja. Ujung ujungnya tetap ke kantor.;1;Negative
Nomer NPWP nya masig 15 digit, padahal di npwp skarang udah 16 digit. Jadi ga bisa bikin efin;3;Neutral
G guna;1;Negative
Apaan, gagalterus pas verifikasi EFIN. Tolong segera diperbaiki.;1;Negative
Aplikasi bermasalah tidak bisa digunakan;1;Negative
Ga bisa login padahal sudah aktivasi;1;Negative
Bayar pajak aj bikin susah rakyat. Ribet;1;Negative
Bagus;5;Positive
Gunanya livechat diweb dan diaplikasi pajangan doangkah? Untuk diakses susah amat live chatnya. Koneksi terputus mulu. Coretax susah diakses lagi, mau daftar malah nik sudah diduplikasi mulu;1;Negative
Update 2 januari tetap bermasalah di pengisian EFIN,mohon segera di tindak lanjuti dn jngan hnya diam saja. Segera layani masyarakat mu jika ada keluhan,jangan cuma dilihat saja keluhannya. KELUHAN SAMA,TANPA ADA PERBAIKAN.;1;Negative
Mau buat efin online trus dimintain masukan NPWP 15 angka sedangkan NPWP saya ada 16 angka, kurang satu angka gak bisa dimasukin. Kocak;1;Negative
Buat daftar NPWP aja susah minta ampun;3;Neutral
Apk gajelas baru download gabisa di buka malah force close Klo game berat wajar lah ini apk apaan. Butuh spek gaming kah biar bisa kebuka kocak!!!;1;Negative
mau bayar pajak bulanan aja susah.. mesti bikin coretax, sekali bikin susah minta ampun..gak bayar kena denda.. bikin pusing aja +62, system triliunan kyk gini;1;Negative
Saya baru aja menggunakan aplikasi ini dan sudah daftar kenapa pas mau login selalu salah unsernamenya padahal jelas saya sudah benar sangat tidak membantu;1;Negative
Fitur tidak lengkap, percuma;1;Negative
Kebanyakan aturan apk gk efisien ribet ruwet,mau bayar pajak dipersulit..;1;Negative
Ok;5;Positive
semakin membingungkan, setiap tahun susah login malah harus ke kantor pajak dilu;1;Negative
Aplikasi tidak jelas, sekalinya anda menginstal aplikasi, siap siap hp anda nge Heng...;1;Negative
Jelek;1;Negative
Intinya ribet dan kurangnya efisien;1;Negative
Mau input nomor npwp, sedangkan nomor nya sudah sama dgn nik total 16 angka. Tapi di kolom input nomor npwp hanya bisa input 15 angka saja;1;Negative
Sekelas kementrian keuangan bkin aturan malah ngeribetin... lapor spt nunggu kode verifikasi hampir 3hr gk masuk2..;1;Negative
Ok;5;Positive
Server lemot parah untuk sekelas pemerintah tolong diperbaiki heran asli;1;Negative
JELEK BANGEEEEEEET YA ALLAAAAAAH 😭😭 GA BANTU SAMA SEKALI, MANA LIVE CHAT NYA ERROR MULU, ASTAGFIRULLAAAAAAAAH;1;Negative
Apl abala abalan;1;Negative
Sangat membantu dan gak ribet;5;Positive
Kayaknya kita yang bayar ya..tapi kenapa kita juga yang lebih rueepot 😄;1;Negative
Di aplikasi saya, kenapa tombol efin nya tidak ada, yg muncul hanya tombol beranda dan bayar, mohon petunjuknya 🙏;3;Neutral
Aplikasi pemerintah payah Masak mau lapor pajak tiba2 alamat email saya berubah sendiri Terus datang ke kantor pajak, pegawai bilang error dr pusat dan banyak alamat email yg berubah sendiri dan tidak bisa untuk pelayanan lapor pajak Terus kita mau lapor pajak bagaimana??? Kalo kita gak lapor kena denda tapi sistemnya kayak begini Sudah ketahuan gimana bobroknya pemerintah dan instansi yang seperti ini;1;Negative
Saya mau buat spt masuk akunnya saja susah harus konfirmasi email sm telpn tapi g ada pemberitahuan code diemail sm telpn gimana mau laporan;1;Negative
Buang2 anggaran biki aplikasi di jaman teknologi gini ajh ga becus, banyak bug gapernah di benerin.;1;Negative
GIMANA RAKYAT MAU BAYAR PAJAK URUSAN APLIKASI AJA BANYAK ERORNYA BUGNYA DIMANA MANA, HEIII PERBAIKI DULU APLIKASIMU JANGAN KORUPSI MELULU;1;Negative
Apk ga ada guna. Ga sesuai fungsi. Ga bisa di jalankan. Hanya untuk modus mengeluarkan anggaran pembuatan apk.;1;Negative
Mau login, sudah memasukan NPWP/NIK serta password yang benar, tapi tetap gak bisa login dan dinyatakan salah terus. Sementara login di web DJP Online gak masalah. Jadi kesimpulan sementara sebenarnya aplikasinya yang salah.;1;Negative
Kagak ada guna nih apk. Buat minta efin aja sulit bgt.;1;Negative
Mau laporan SPT saja susahnya minta ampun;1;Negative
Memberikan kemudahan dalam administrasi dan pelaporan pajak tanpa harus datang dan antri secara fisik di kantor pajak;5;Positive
Ini aplikasi untuk apa? Tidak berguna sama sekali Atau cuma buat aplikasi untuk menghabiskan anggaran saja.;1;Negative
Aplikasi gak guna!;1;Negative
BAYAR PAJAK DOANG, APKNYA GA BERJALAN DENGAN BAIK. PERTANYAAN SAMA CS KAGA BISA;1;Negative
Orang mau lapor aja susahnya minta ampun, masuk web juga gk masuk2, lantaran verifikasi gak masuk2, via email maupun no telp. Pake aplikasi sama saja, mau lapor aja seneng banget nyusahin rakyat..;1;Negative
lambat;1;Negative
Saya maunya lapor pajak, cumaN NPWP nya di.persulit Sudah tinggalnya d kepulauan Giliram urus online Tetap aja suruh ke kantor Ahh Bodo amat lah Bukannya mudah Malah nambah pengeluaran Kl cumam.seratus ribu.ma gpp Ongkosnya Juta ne kl harus ke kantor Mending ogah;1;Negative
Nggak berkembang;1;Negative
